estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2012-2016,FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF
2012-2016,FILETYPE,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5
2012-2016,STATE,dc,md,md,md,md,md,va,va,va,va,va,va,va,va,va,va,va,va,va,va,va,va,va,wv
2012-2016,CHARITER,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
2012-2016,SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003
2012-2016,LOGRECNO,0000006,0000016,0000020,0000022,0000027,0000028,0000019,0000034,0000036,0000041,0000042,0000065,0000085,0000087,0000097,0000098,0000102,0000108,0000117,0000118,0000120,0000127,0000128,0000031
2012-2016,SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050,050
2012-2016,STATE_FIPS,11,24,24,24,24,24,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,54
2012-2016,GEO_ID,05000US11001,05000US24009,05000US24017,05000US24021,05000US24031,05000US24033,05000US51013,05000US51043,05000US51047,05000US51059,05000US51061,05000US51107,05000US51153,05000US51157,05000US51177,05000US51179,05000US51187,05000US51510,05000US51600,05000US51610,05000US51630,05000US51683,05000US51685,05000US54037
2012-2016,GEO_NAME,"District of Columbia, District of Columbia","Calvert County, Maryland","Charles County, Maryland","Frederick County, Maryland","Montgomery County, Maryland","Prince George's County, Maryland","Arlington County, Virginia","Clarke County, Virginia","Culpeper County, Virginia","Fairfax County, Virginia","Fauquier County, Virginia","Loudoun County, Virginia","Prince William County, Virginia","Rappahannock County, Virginia","Spotsylvania County, Virginia","Stafford County, Virginia","Warren County, Virginia","Alexandria city, Virginia","Fairfax city, Virginia","Falls Church city, Virginia","Fredericksburg city, Virginia","Manassas city, Virginia","Manassas Park city, Virginia","Jefferson County, West Virginia"
2012-2016,Total_population,659009,90527,154357,243465,1026371,897693,226092,14307,48952,1132887,68025,362435,443630,7416,129181,139548,38807,151473,23620,13597,27853,41149,15827,55531
2012-2016,percent_below_18,0.17402645487390916,0.24238072619218576,0.24868972576559534,0.2399769987472532,0.23549379318004893,0.22694729712719158,0.1704925428586593,0.2162577759138883,0.2522879555482922,0.23983327551644604,0.23939728041161337,0.2937988880764827,0.2801050424903636,0.18406148867313915,0.2580023378050952,0.2677358328317138,0.22781972324580618,0.18030936206452636,0.2088060965283658,0.2468926969184379,0.20820019387498653,0.26848769107390213,0.2722562709294244,0.22985359528911778
2012-2016,percent_above_65,0.1140591403152309,0.1295525091961514,0.10993994441457142,0.12855646602181012,0.13707226724059818,0.11284927029619257,0.0932806114325142,0.18725099601593626,0.14013727733289752,0.11525156524878474,0.1507680999632488,0.0800971208630513,0.083087257399184,0.23395361380798274,0.12131040942553471,0.09125175566830052,0.14577266987914553,0.10017626903804638,0.15241320914479256,0.12436566889755094,0.10401033999928194,0.08187319254416875,0.06653187590825804,0.13945363850822062
2012-2016,percent_AA,0.48345015014969445,0.12288046660112453,0.4262586082911692,0.09116710820857207,0.17807790750128366,0.6351146772894519,0.08614634750455567,0.044873139022855946,0.1444884785095604,0.09475437532604752,0.07557515619257626,0.0733924703739981,0.2063679192119559,0.04193635382955771,0.16072797083162385,0.17136755811620374,0.039168191305692275,0.21573481742620798,0.048094834885690094,0.05457086121938663,0.23142928948407712,0.13754890762837493,0.12984141024830986,0.06767391186904612
2012-2016,percent_NonWhite,0.5963105207971363,0.183967214201288,0.5222503676542042,0.18690571540057094,0.4483096268308438,0.8063023773160758,0.2782539851034092,0.10833857552247152,0.21972544533420493,0.3702143285252633,0.12768834987137082,0.3265606246637328,0.3958591619142078,0.07820927723840346,0.2626934301483964,0.306862154957434,0.09083412786352978,0.37265387230727587,0.3063082133784928,0.22983010958299624,0.3603561555308225,0.3037497873581375,0.33449169141340745,0.11975293079541158
