estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2009-2013,Total_population,619371,89332,148957,236668,989474,873481,214861,14191,47330,1101071,66015,326477,416668,7448,124319,131885,37836,143684,23027,12731,25931,39317,15125,54131
2009-2013,percent_below_18,0.16999665789970794,0.2554067971163749,0.25954470081969966,0.24820423546909595,0.23824880694187012,0.23391693694539434,0.1604386091473092,0.2214079346064407,0.25594760194379884,0.24155753806975208,0.24691358024691357,0.3023980249757257,0.2861894841936506,0.19011815252416756,0.27098030067809425,0.2808355764491792,0.23628290516967967,0.17337351410038696,0.21036174925087942,0.2517477024585657,0.20126489529906288,0.2802858814253376,0.2821818181818182,0.23400639190112874
2009-2013,percent_above_65,0.11360396272993085,0.1146285765459186,0.09898829863651927,0.11624300708165024,0.12684517228345565,0.09932900658400126,0.08801038811138363,0.17349024029314355,0.12619902810057046,0.10308417894940472,0.13790805120048474,0.0696863791323738,0.07201896953929747,0.2066326530612245,0.10414337309663044,0.07790878416802517,0.13191140712548896,0.09376826925753737,0.14126894515134408,0.10611892231560757,0.09721954417492576,0.07419182541902994,0.060165289256198344,0.12290554395817553
2009-2013,percent_AA,0.5013634800466925,0.1356288899834326,0.4139449639828944,0.08620937346831849,0.17212882804399104,0.6418605556388748,0.08361684996346475,0.05306179973222465,0.14939784491865624,0.09221203718924574,0.07707339241081572,0.07296379224263884,0.20321934969808098,0.045381310418904405,0.15730499762707228,0.17170261970656253,0.04107199492546781,0.21777650956265138,0.05011508229469753,0.05325583222056398,0.23504685511549883,0.14161812956227587,0.13388429752066117,0.06447322236795922
2009-2013,percent_NonWhite,0.5993661311233494,0.18531993014821116,0.49721060440261283,0.1777088579782649,0.4331028404990935,0.7871390448103622,0.28740441494733804,0.09379183989852724,0.23205155292626242,0.3651971580397631,0.12506248579868212,0.30505364849591243,0.38641316347787685,0.07894736842105263,0.2510396640899621,0.29285362247412516,0.08653134580822497,0.35942067314384346,0.29526208364094325,0.2299112402796324,0.3485403571015387,0.25978584327390186,0.32066115702479336,0.11782527572001256
2009-2013,percent_FamilyHouseholds,0.42586165697575185,0.7623128415742327,0.7371553456787714,0.7290037874839292,0.6886757654002214,0.6607478883868693,0.4606686852859593,0.7344086021505376,0.7456200511253819,0.7110651743488208,0.7438391699092088,0.7770872080525623,0.7777593210612948,0.6519472554431156,0.7902850703685056,0.813480961638769,0.7052894974629874,0.4721351099144855,0.6792275082430523,0.6159362549800796,0.5286839145106862,0.75,0.7510710259301014,0.7056161697420685
2009-2013,percent_MarriedCoupleFamily,0.22977898645547679,0.6017204022895579,0.5331824301910356,0.5850909806919398,0.5357482603594933,0.3873537195039563,0.36764986130814997,0.6211469534050179,0.5821435251574287,0.5812319829293064,0.6208819714656291,0.6542052580913483,0.6029733770254149,0.5654707145047532,0.6147354288043348,0.6622883967945374,0.5326336275804546,0.3569581911915434,0.5469853980216675,0.49880478087649405,0.3258001840679006,0.5361994698475812,0.5645997745208569,0.5612147418170849
2009-2013,percent_less_than_bachelors,0.4463464456771561,0.6326213066788439,0.6588640488368256,0.5406151619782675,0.37709662770261504,0.6437113126813605,0.246736340982631,0.6178036277602523,0.7053906299663085,0.3606036473254372,0.5889682894149174,0.3619914305566278,0.5459530086135549,0.6317991631799164,0.6482187738361697,0.5583896554674228,0.7209473888565328,0.34210381612229185,0.42261347318474124,0.22986499068901303,0.5921364282330649,0.6353013783172187,0.6461966406333582,0.6568162268653404
2009-2013,percent_bachelors,0.2570234739383742,0.24504879327549173,0.24022438541494803,0.3092375850512847,0.3157164510079147,0.2327861192886803,0.37969402809288255,0.26350552050473186,0.21867649863327188,0.35949993586180357,0.2832961143367575,0.4109569211765614,0.3009839683658768,0.20374749863561942,0.24353219211483876,0.3009496339570526,0.2033003300330033,0.3547967300854137,0.3613660485733908,0.31098696461824954,0.25228395479461324,0.2599053692655832,0.27795014443136834,0.23721523904658842
2009-2013,percent_above_bachelors,0.2966300803844697,0.12232990004566442,0.10091156574822636,0.15014725297044784,0.3071869212894703,0.12350256802995918,0.3735696309244864,0.11869085173501577,0.07593287140041956,0.27989641681275923,0.12773559624832515,0.2270516482668108,0.15306302302056832,0.16445333818446425,0.10824903404899154,0.14066071057552462,0.07575228111046399,0.3030994537922944,0.216020478241868,0.45914804469273746,0.15557961697232184,0.10479325241719811,0.07585321493527335,0.10596853408807126
2009-2013,percent_income_below_50k,0.400733551047036,0.22475180286518126,0.22684254688079303,0.2719459791282996,0.2323560653755377,0.3133360356708553,0.20509454337561142,0.27974910394265234,0.36747926928112723,0.18302009704853453,0.2662775616083009,0.14097591521257605,0.2082798508026155,0.45476847592762953,0.293006305593517,0.21086822514106882,0.4086327934941266,0.26009270449295535,0.2366933584550165,0.19382470119521913,0.5213211984865528,0.3127070907886017,0.29582863585118374,0.38046156166725326
2009-2013,percent_income_above_200k,0.11858569537529064,0.09200271642466773,0.09413233945401682,0.0816451810926949,0.17315143262065158,0.06065099970010645,0.18763630973807355,0.0939068100358423,0.03198453768938213,0.20341208695384552,0.10821444012105491,0.19820181874258158,0.12864499176998234,0.0665440049064704,0.05464048526696876,0.11283133387073829,0.03683881281712657,0.13495693677431198,0.1576778144135657,0.2308764940239044,0.04161979752530934,0.06428098078197482,0.04915445321307779,0.045100306702197196
2009-2013,Median_household_income,65830,95477,93160,84570,98221,73623,103208,77597,64423,110292,88409,122238,98071,56438,78345,97110,61610,85706,97242,120000,47040,71036,71227,65304
2009-2013,total_housing_units,298327,33996,55645,90910,377824,328432,106740,6246,17773,408180,25738,112504,139258,3884,45369,44550,16002,72799,8714,5473,10888,13177,4884,22146
2009-2013,housing_units_per_person,0.48166123373551556,0.3805579187749071,0.3735641829521271,0.3841245964811466,0.3818432823904418,0.3760035993914006,0.49678629439498095,0.44013811570713834,0.3755123600253539,0.37071178879472805,0.3898810876315989,0.344600079025475,0.3342181305019824,0.5214822771213748,0.3649401941778811,0.3377942904803427,0.422930542340628,0.5066604493193396,0.3784253267902897,0.42989553059461155,0.41988353707917164,0.33514764605641323,0.3229090909090909,0.40911861964493546
2009-2013,percent_OwnerOccupied,0.4212798076230139,0.8135691879830547,0.7936464573536012,0.7532923312137322,0.6728144596090003,0.6253571534499293,0.45158489846909605,0.7969534050179211,0.7301577405075129,0.6903346430440002,0.8011240812797233,0.7766572894567138,0.7211156581748992,0.7828886844526219,0.7748447577261502,0.7690027976670302,0.7253770765274206,0.43349294007863054,0.6844088553933113,0.5938247011952191,0.38050925452500256,0.6515076209410205,0.636978579481398,0.7513198250289105
2009-2013,percent_1_Units,0.37649961284094297,0.9226673726320743,0.891526642106209,0.8242217577824221,0.6660349792495976,0.6703579431967652,0.36327524826681656,0.9305155299391611,0.8519664659877342,0.7161227889656524,0.9053150982982361,0.8321659674322691,0.826954286288759,0.9809474768280123,0.8701977120941612,0.8835914702581369,0.8663292088488939,0.36749131169384197,0.7559100298370438,0.5580120591997076,0.5213078618662748,0.7479699476360325,0.803030303030303,0.8423191547006231
2009-2013,Median_Value,445200,357000,297900,307000,446300,269800,584600,342500,250600,476600,350600,437700,321400,394800,249100,299300,219000,476700,456700,660900,314300,245000,213300,214400
2009-2013,Total:_x,298327,33996,55645,90910,377824,328432,106740,6246,17773,408180,25738,112504,139258,3884,45369,44550,16002,72799,8714,5473,10888,13177,4884,22146
2009-2013,Built 2010 or later,1821,195,833,806,1870,1438,1259,20,69,2019,167,2746,1622,38,351,560,129,256,25,15,290,84,0,32
2009-2013,Built 2000 to 2009,24702,6206,12067,17258,43376,36042,16900,1096,4781,49592,4791,43825,42600,315,11466,12989,2640,8122,751,839,1631,1008,1311,5070
2009-2013,Built 1990 to 1999,8995,9152,11452,19870,46808,43483,9770,804,3196,62709,3853,31452,24407,698,13360,11459,2437,8128,915,271,746,2188,1064,3821
2009-2013,Built 1980 to 1989,12740,7718,10950,15705,81548,44405,12016,809,2409,95920,6215,14492,28654,701,9873,8609,2542,7063,606,235,1047,5326,549,3868
2009-2013,Built 1970 to 1979,22412,5183,9325,12907,62687,52814,11388,1005,2412,85041,4259,8666,22836,376,5703,5813,2724,13003,1192,876,2376,1965,389,3632
2009-2013,Built 1960 to 1969,36805,1609,5075,6166,56615,69790,12425,530,1433,57841,1514,4282,11597,412,1751,2167,1494,13027,2273,1031,1641,1662,502,1612
2009-2013,Built 1950 to 1959,42685,1301,2306,4785,47725,45252,16769,537,1382,39691,1510,1914,4211,226,1354,1408,1554,8860,2359,1069,935,419,1057,1123
2009-2013,Built 1940 to 1949,43234,1087,1489,2390,19751,19756,16609,397,564,10183,408,938,1399,217,640,709,970,8048,370,702,575,176,0,622
2009-2013,Built 1939 or earlier,104933,1545,2148,11023,17444,15452,9604,1048,1527,5184,3021,4189,1932,901,871,836,1512,6292,223,435,1647,349,12,2366
2009-2013,total_occupied_housing_units,263649,30923,51247,86337,360563,303441,94454,5580,16039,389908,23130,106997,132442,3261,41709,42178,14387,65369,8492,5020,9779,12072,4435,19889
2009-2013,Owner occupied:,111070,25158,40672,65037,242592,189759,42654,4447,11711,269167,18530,83100,95506,2553,32318,32435,10436,28337,5812,2981,3721,7865,2825,14943
2009-2013,Built 2000 or later:,8637,4706,9496,13452,25307,24342,4894,1031,3848,28630,4287,36465,32354,293,8731,10034,2123,2865,657,428,1000,568,488,3935
2009-2013,"1, detached  or attached",2403,4600,9290,12674,19603,22814,1915,979,3804,24015,4135,34783,31023,293,8410,9888,2098,1503,541,205,936,469,375,3748
2009-2013,2 to 4,265,20,60,23,206,46,13,0,0,221,2,74,236,0,32,31,0,18,0,0,0,0,7,0
2009-2013,5 to 19,682,36,92,497,1514,484,222,41,0,777,34,752,398,0,0,19,0,115,11,17,0,47,59,0
2009-2013,20 to 49,1168,19,0,21,973,533,148,0,0,686,0,289,279,0,0,0,0,258,0,0,42,0,41,0
2009-2013,50 or more,4119,22,0,182,2992,270,2596,0,0,2569,0,508,136,0,0,0,0,971,105,206,22,0,0,0
2009-2013,"Mobile home, boat, RV, van, etc.",0,9,54,55,19,195,0,11,44,362,116,59,282,0,289,96,25,0,0,0,0,52,6,187
2009-2013,Built 1980 to 1999:,5817,12961,16893,26240,85838,57476,7342,1168,3752,108790,7644,34286,35388,986,16456,14717,3658,5948,870,272,294,4560,988,5639
2009-2013,"1, detached  or attached",3256,12748,16577,24513,75199,54180,3738,1168,3634,96330,7358,32051,33553,986,15561,14211,3503,3686,781,259,289,4147,960,5220
2009-2013,2 to 4,290,26,15,115,586,316,60,0,0,1093,30,260,213,0,11,16,0,79,10,0,0,42,0,28
2009-2013,5 to 19,402,51,26,1184,5696,1818,535,0,0,6225,63,1367,1169,0,10,116,0,517,29,13,5,289,8,0
2009-2013,20 to 49,425,12,0,114,904,288,432,0,0,1335,0,141,18,0,0,0,0,380,8,0,0,13,0,0
2009-2013,50 or more,1399,11,11,110,3316,182,2519,0,0,3158,0,312,68,0,46,0,11,1276,0,0,0,0,20,0
2009-2013,"Mobile home, boat, RV, van, etc.",45,113,264,204,137,692,58,0,118,649,193,155,367,0,828,374,144,10,42,0,0,69,0,391
2009-2013,Built 1960 to 1979:,12405,5187,10302,14075,71860,59960,6985,1062,2671,92963,4087,8523,23019,505,5296,5574,2544,7382,2016,624,911,2169,548,3300
2009-2013,"1, detached  or attached",5619,5129,10085,13739,61584,55339,4218,1055,2557,84120,4012,8213,22190,491,4912,5328,2464,3415,1799,463,908,2057,529,2917
2009-2013,2 to 4,575,0,0,17,453,287,63,7,0,640,6,88,16,0,0,28,0,130,0,0,0,14,14,50
2009-2013,5 to 19,1034,13,9,92,3763,2923,348,0,0,4518,17,142,445,0,58,12,0,699,146,16,0,11,5,0
2009-2013,20 to 49,804,0,0,12,1122,224,291,0,0,692,0,41,50,0,0,0,0,184,8,13,0,0,0,0
2009-2013,50 or more,4373,0,0,31,4779,860,2034,0,0,2686,0,0,33,0,0,0,0,2954,63,132,0,0,0,0
2009-2013,"Mobile home, boat, RV, van, etc.",0,45,208,184,159,327,31,0,114,307,52,39,285,14,326,206,80,0,0,0,3,87,0,333
2009-2013,Built 1940 to 1959:,28778,1393,2853,4697,46975,38686,16867,654,804,35447,1180,1644,3481,213,1221,1487,1346,8114,2081,1315,724,350,789,875
2009-2013,"1, detached  or attached",22011,1393,2799,4697,45398,37678,13836,654,761,34150,1170,1603,3410,213,1210,1487,1313,6462,2065,1307,715,339,771,875
2009-2013,2 to 4,921,0,28,0,206,158,855,0,0,170,0,9,6,0,0,0,33,420,0,0,0,11,0,0
2009-2013,5 to 19,1747,0,0,0,561,564,1125,0,0,810,10,25,65,0,11,0,0,971,16,8,9,0,0,0
2009-2013,20 to 49,1197,0,11,0,174,124,341,0,0,45,0,0,0,0,0,0,0,44,0,0,0,0,0,0
2009-2013,50 or more,2894,0,0,0,598,112,689,0,0,186,0,7,0,0,0,0,0,217,0,0,0,0,18,0
2009-2013,"Mobile home, boat, RV, van, etc.",8,0,15,0,38,50,21,0,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2013,Built 1939 or earlier:,55433,911,1128,6573,12612,9295,6566,532,636,3337,1332,2182,1264,556,614,623,765,4028,188,342,792,218,12,1194
2009-2013,"1, detached  or attached",44715,906,1128,6460,12350,9103,6330,532,636,3253,1314,2182,1246,556,614,609,765,3865,188,342,785,218,12,1176
2009-2013,2 to 4,2350,0,0,76,136,69,103,0,0,41,18,0,5,0,0,14,0,71,0,0,0,0,0,18
2009-2013,5 to 19,2304,0,0,19,70,58,73,0,0,30,0,0,13,0,0,0,0,46,0,0,0,0,0,0
2009-2013,20 to 49,3123,0,0,5,23,65,22,0,0,13,0,0,0,0,0,0,0,9,0,0,7,0,0,0
2009-2013,50 or more,2941,0,0,6,18,0,38,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
2009-2013,"Mobile home, boat, RV, van, etc.",0,5,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2013,Renter occupied:,152579,5765,10575,21300,117971,113682,51800,1133,4328,120741,4600,23897,36936,708,9391,9743,3951,37032,2680,2039,6058,4207,1610,4946
2009-2013,Built 2000 or later:,14568,1022,2148,3768,17162,10874,9534,66,646,20211,473,8196,9675,29,2246,2948,367,4452,119,291,799,402,629,782
2009-2013,"1, detached  or attached",1851,759,807,1240,2587,2205,529,66,355,5586,240,3267,5620,29,1422,1629,354,547,79,10,316,78,107,545
2009-2013,2 to 4,820,20,71,135,312,466,76,0,89,378,44,237,435,0,36,103,7,159,20,0,0,0,0,30
2009-2013,5 to 19,1735,37,386,1506,3330,3039,638,0,163,4554,27,2767,2380,0,299,668,6,474,20,0,247,173,40,106
2009-2013,20 to 49,1257,84,404,301,1788,584,654,0,27,1971,14,716,505,0,246,173,0,204,0,22,101,67,100,0
2009-2013,50 or more,8888,122,472,525,9124,4532,7637,0,0,7530,85,1160,686,0,116,299,0,3062,0,259,135,84,382,0
2009-2013,"Mobile home, boat, RV, van, etc.",17,0,8,61,21,48,0,0,12,192,63,49,49,0,127,76,0,6,0,0,0,0,0,101
2009-2013,Built 1980 to 1999:,12954,2827,4147,7836,37444,25052,11941,303,1441,43267,1446,9949,14880,170,4687,4290,971,7969,616,189,1292,2293,515,1635
2009-2013,"1, detached  or attached",1456,1563,2583,3265,10069,7590,1077,208,724,15272,928,3868,6836,153,2695,2464,628,1561,206,34,215,1020,431,729
2009-2013,2 to 4,1311,347,502,226,1151,959,265,0,63,1488,106,417,535,0,133,110,19,331,40,8,17,50,9,186
2009-2013,5 to 19,3748,455,620,3365,15183,11300,1749,0,453,16101,194,4125,6089,0,735,1168,181,2160,248,46,759,999,46,438
2009-2013,20 to 49,1232,104,130,384,2249,1121,668,0,99,4099,88,808,503,0,267,236,39,821,25,35,92,41,29,24
2009-2013,50 or more,5176,235,253,537,8699,4045,8120,86,31,6075,99,667,847,0,429,129,11,3027,79,66,172,159,0,102
2009-2013,"Mobile home, boat, RV, van, etc.",31,123,59,59,93,37,62,9,71,232,31,64,70,17,428,183,93,69,18,0,37,24,0,156
2009-2013,Built 1960 to 1979:,39881,972,3076,4184,41738,52256,14519,284,1009,43337,1196,3664,10005,165,1668,1820,1063,15788,1350,1075,2658,1212,255,1391
2009-2013,"1, detached  or attached",2598,676,1711,2095,8058,8895,1224,200,602,13899,837,2198,5368,155,949,1379,597,1383,432,105,435,604,255,744
2009-2013,2 to 4,4680,142,299,395,1416,2541,1062,0,176,1231,161,166,356,0,88,93,79,603,27,18,228,115,0,153
2009-2013,5 to 19,13219,12,436,1273,16333,32671,2735,84,142,17858,99,1033,3246,10,91,115,271,6350,763,203,1266,355,0,268
2009-2013,20 to 49,3382,34,310,148,1918,2014,1086,0,0,2298,29,62,505,0,115,123,13,1116,58,61,409,78,0,87
2009-2013,50 or more,15956,8,117,202,13984,6069,8308,0,0,7928,30,171,418,0,195,6,0,6330,70,688,320,60,0,30
2009-2013,"Mobile home, boat, RV, van, etc.",46,100,203,71,29,66,104,0,89,123,40,34,112,0,230,104,103,6,0,0,0,0,0,109
2009-2013,Built 1940 to 1959:,44591,552,619,2157,17600,20794,13003,160,665,12219,539,980,1851,136,676,544,926,7053,576,391,572,209,211,580
2009-2013,"1, detached  or attached",6767,496,476,1320,6777,6527,3213,147,379,5761,430,594,989,121,542,456,590,1896,346,244,268,170,195,384
2009-2013,2 to 4,7398,0,34,397,1174,1527,1531,13,98,805,25,73,230,15,47,88,241,615,31,58,92,0,0,129
2009-2013,5 to 19,12278,5,79,398,4477,10708,4056,0,64,3650,77,187,446,0,69,0,95,2580,199,42,122,39,16,21
2009-2013,20 to 49,5141,0,4,21,1078,702,1408,0,83,939,0,60,136,0,0,0,0,371,0,0,43,0,0,0
2009-2013,50 or more,13007,51,26,21,4043,1321,2783,0,29,1014,7,66,50,0,18,0,0,1591,0,47,47,0,0,10
2009-2013,"Mobile home, boat, RV, van, etc.",0,0,0,0,51,9,12,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2009-2013,Built 1939 or earlier:,40585,392,585,3355,4027,4706,2803,320,567,1707,946,1108,525,208,114,141,624,1770,19,93,737,91,0,558
2009-2013,"1, detached  or attached",11461,271,355,1940,2000,2020,1102,265,436,976,609,968,303,190,114,141,217,842,3,51,337,37,0,412
2009-2013,2 to 4,7712,98,45,982,536,499,608,19,43,259,232,93,75,11,0,0,277,438,16,10,223,0,0,107
2009-2013,5 to 19,6820,23,65,326,930,1681,543,36,88,233,90,2,99,7,0,0,130,296,0,32,99,50,0,19
2009-2013,20 to 49,5474,0,65,58,93,110,306,0,0,82,0,10,44,0,0,0,0,26,0,0,63,0,0,20
2009-2013,50 or more,9044,0,0,49,455,389,240,0,0,152,15,23,4,0,0,0,0,143,0,0,15,4,0,0
2009-2013,"Mobile home, boat, RV, van, etc.",74,0,55,0,13,7,4,0,0,5,0,12,0,0,0,0,0,25,0,0,0,0,0,0
2009-2013,Total:_y,112278,23573,37777,62940,248311,200498,43512,4098,11959,277250,17205,83146,103008,2126,32962,34311,10147,30863,5768,3092,5170,9054,3331,14034
2009-2013,Married-couple family:,60581,18607,27324,50515,193171,117539,34726,3466,9337,226627,14361,69998,79859,1844,25640,27934,7663,23334,4645,2504,3186,6473,2504,11162
2009-2013,With own children under 18 years:,21966,8402,12234,23259,91782,50816,14470,1141,3829,111053,5744,42222,43732,577,11571,13617,3108,8964,1908,1327,1419,3250,1275,4206
2009-2013,Under 6 years only,9644,1257,1836,4911,23291,10719,5746,293,496,29755,805,11481,10195,109,1877,2500,675,4048,467,387,515,692,254,842
2009-2013,Under 6 years and 6 to 17 years,3715,1200,2634,4470,17306,11212,2528,149,899,20570,1231,8287,10645,159,2653,2750,880,1637,343,176,367,828,345,1141
2009-2013,6 to 17 years only,8607,5945,7764,13878,51185,28885,6196,699,2434,60728,3708,22454,22892,309,7041,8367,1553,3279,1098,764,537,1730,676,2223
2009-2013,No own children under 18 years,38615,10205,15090,27256,101389,66723,20256,2325,5508,115574,8617,27776,36127,1267,14069,14317,4555,14370,2737,1177,1767,3223,1229,6956
2009-2013,Other family:,51697,4966,10453,12425,55140,82959,8786,632,2622,50623,2844,13148,23149,282,7322,6377,2484,7529,1123,588,1984,2581,827,2872
2009-2013,"Male householder, no wife present:",9784,1468,2625,3792,14734,20331,3021,139,861,15096,898,3855,7031,154,1874,1795,772,2335,336,104,357,811,160,843
2009-2013,With own children under 18 years:,4301,575,1303,1986,6654,9228,909,67,517,5983,438,2091,4035,91,1108,983,317,1038,156,101,135,493,88,436
2009-2013,Under 6 years only,1248,167,294,527,2037,2952,272,0,117,1504,64,244,1321,34,348,282,95,535,36,8,96,170,42,133
2009-2013,Under 6 years and 6 to 17 years,377,39,255,249,1173,1562,94,0,131,866,139,363,614,4,55,198,29,16,49,0,0,56,0,71
2009-2013,6 to 17 years only,2676,369,754,1210,3444,4714,543,67,269,3613,235,1484,2100,53,705,503,193,487,71,93,39,267,46,232
2009-2013,No own children under 18 years,5483,893,1322,1806,8080,11103,2112,72,344,9113,460,1764,2996,63,766,812,455,1297,180,3,222,318,72,407
2009-2013,"Female householder, no husband present:",41913,3498,7828,8633,40406,62628,5765,493,1761,35527,1946,9293,16118,128,5448,4582,1712,5194,787,484,1627,1770,667,2029
2009-2013,With own children under 18 years:,20600,1870,4164,4543,21967,32292,2889,244,1049,18488,1031,5178,9103,43,3198,2753,987,2816,319,331,1069,1083,361,1147
2009-2013,Under 6 years only,3816,252,625,903,3427,5859,700,72,210,3510,135,962,1646,21,570,438,165,762,21,125,395,247,111,210
2009-2013,Under 6 years and 6 to 17 years,4194,254,535,748,2968,5420,366,25,130,2999,254,659,2348,10,636,544,135,421,39,0,79,233,54,167
2009-2013,6 to 17 years only,12590,1364,3004,2892,15572,21013,1823,147,709,11979,642,3557,5109,12,1992,1771,687,1633,259,206,595,603,196,770
2009-2013,No own children under 18 years,21313,1628,3664,4090,18439,30336,2876,249,712,17039,915,4115,7015,85,2250,1829,725,2378,468,153,558,687,306,882
