"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"22134","Stafford","County",51,"179",686,712,0.96,1,686,1093,268.956,64770934.4471506,43095466.8767508,0.665351939795068,"1942"
"22401","Stafford","County",51,"179",2585,7834,0.33,0.65,1685,5371,268.956,27266119.3324267,65634.8271009773,0.00240719356872029,"12036"
"22405","Stafford","County",51,"179",2582,7736,0.33,0.99,2549,10001,268.956,141813328.918025,141493841.899709,0.997747129830789,"12036"
"22406","Stafford","County",51,"179",4092,4220,0.97,0.92,3767,6856,268.956,191622099.574469,191328464.504767,0.998467634629024,"12036"
"22407","Stafford","County",51,"179",5493,13854,0.4,0.87,4756,17077,268.956,150389832.620713,53975.9852134883,0.00035890714334138,"12036"
"22408","Stafford","County",51,"179",3516,5545,0.63,0.9,3158,8578,268.956,121209002.545365,24276.5885206461,0.00020028700847992,"12036"
"22485","Stafford","County",51,"179",3627,4519,0.8,0.97,3521,7662,268.956,471399586.010872,193711.689985816,0.000410928850457982,"12036"
"22554","Stafford","County",51,"179",5285,11360,0.47,0.91,4800,15197,268.956,184402152.878895,184011842.815485,0.997883375777799,"12036"
"22556","Stafford","County",51,"179",2872,5983,0.48,0.93,2677,8324,268.956,82742081.8431034,82688242.8947353,0.999349316005003,"12036"
"22720","Stafford","County",51,"179",81,222,0.36,1,81,303,268.956,53803352.3272319,99578.9392861509,0.00185079432747075,"156"
"22728","Stafford","County",51,"179",172,954,0.18,1,172,1096,268.956,117736863.454943,32154.4245223328,0.000273104137300533,"642"
"22736","Stafford","County",51,"179",93,161,0.58,1,93,254,268.956,75741457.6701974,63954.3366369456,0.000844376892182658,"156"
