"STATE_FIPS","value","county_code","variable","value","value_prop"
11,"District of Columbia","001","2000 to 2009",26812,8.7
11,"District of Columbia","001","1990 to 1999",9157,2.97
11,"District of Columbia","001","1980 to 1989",13834,4.49
11,"District of Columbia","001","1970 to 1979",23965,7.78
11,"District of Columbia","001","2010 to 2017",13653,4.43
11,"District of Columbia","001","before 1950",145496,47.21
11,"District of Columbia","001","1950 to 1969",75244,24.42
